order_id,timestamp_ns,symbol_id,side,type,price,quantity,time_in_force
41,1700000000001031568,1,BUY,LIMIT,9984,1,GTC
42,1700000000001035795,1,BUY,LIMIT,9981,10,GTC
43,1700000000001062756,1,BUY,LIMIT,9985,10,GTC
44,1700000000001090730,1,SELL,LIMIT,9981,5,GTC
45,1700000000001106872,1,SELL,LIMIT,9994,25,GTC
46,1700000000001107982,1,BUY,LIMIT,9973,5,GTC
47,1700000000001141635,1,SELL,LIMIT,9967,10,GTC
48,1700000000001160811,1,BUY,LIMIT,9965,25,GTC
49,1700000000001205080,1,BUY,LIMIT,9970,1,GTC
50,1700000000001222912,1,SELL,LIMIT,9967,10,GTC
51,1700000000001270441,1,SELL,LIMIT,9965,10,GTC
52,1700000000001274270,1,BUY,LIMIT,9968,20,GTC
53,1700000000001316523,1,SELL,LIMIT,9958,10,IOC
54,1700000000001324354,1,BUY,LIMIT,9978,1,GTC
55,1700000000001363029,1,SELL,LIMIT,9957,25,GTC
56,1700000000001386978,1,BUY,LIMIT,9963,1,GTC
57,1700000000001428153,1,SELL,LIMIT,9963,50,GTC
58,1700000000001455673,1,BUY,LIMIT,9981,10,GTC
59,1700000000001473658,1,BUY,LIMIT,9976,10,GTC
60,1700000000001488735,1,SELL,LIMIT,9976,100,IOC
61,1700000000001503844,1,SELL,LIMIT,9956,10,GTC
62,1700000000001527356,1,SELL,LIMIT,9952,20,GTC
63,1700000000001535415,1,SELL,LIMIT,9972,1,GTC
64,1700000000001558569,1,BUY,LIMIT,9953,50,IOC
65,1700000000001575762,1,SELL,LIMIT,9963,10,GTC
66,1700000000001600131,1,SELL,MARKET,0,10,IOC
67,1700000000001647800,1,BUY,LIMIT,9954,5,GTC
68,1700000000001684633,1,SELL,LIMIT,9953,20,GTC
69,1700000000001725471,1,BUY,LIMIT,9953,10,GTC
70,1700000000001754144,1,BUY,LIMIT,9942,10,GTC
71,1700000000001788144,1,SELL,LIMIT,9959,10,GTC
72,1700000000001807242,1,SELL,LIMIT,9968,5,GTC
73,1700000000001851834,1,SELL,LIMIT,9948,10,GTC
74,1700000000001892394,1,BUY,LIMIT,9945,100,IOC
75,1700000000001939971,1,SELL,LIMIT,9976,10,GTC
76,1700000000001989686,1,BUY,LIMIT,9954,1,GTC
77,1700000000001993477,1,SELL,LIMIT,9966,100,GTC
78,1700000000002037727,1,BUY,LIMIT,9968,100,GTC
79,1700000000002078377,1,SELL,LIMIT,9985,100,GTC
80,1700000000002089307,1,SELL,LIMIT,9984,100,GTC
81,1700000000002123970,1,SELL,LIMIT,9984,20,GTC
82,1700000000002142277,1,SELL,LIMIT,9962,10,GTC
83,1700000000002188255,1,BUY,LIMIT,9963,50,GTC
84,1700000000002210439,1,SELL,MARKET,0,50,IOC
85,1700000000002236463,1,BUY,MARKET,0,50,IOC
86,1700000000002268222,1,SELL,LIMIT,9988,50,GTC
87,1700000000002303994,1,SELL,LIMIT,9970,50,GTC
88,1700000000002322381,1,SELL,LIMIT,9988,10,GTC
89,1700000000002370340,1,BUY,LIMIT,9981,50,GTC
90,1700000000002409630,1,SELL,LIMIT,9977,50,GTC
91,1700000000002422039,1,SELL,LIMIT,9972,100,GTC
92,1700000000002440774,1,BUY,LIMIT,9970,50,GTC
93,1700000000002490362,1,SELL,LIMIT,9985,1,GTC
94,1700000000002540291,1,BUY,LIMIT,9967,1,GTC
95,1700000000002549063,1,SELL,LIMIT,9957,10,GTC
96,1700000000002573738,1,SELL,LIMIT,9963,20,GTC
97,1700000000002594622,1,SELL,LIMIT,9977,10,GTC
98,1700000000002621117,1,SELL,LIMIT,9970,50,GTC
99,1700000000002667308,1,BUY,LIMIT,9980,5,GTC
100,1700000000002690562,1,BUY,LIMIT,9982,1,GTC
101,1700000000002718590,1,BUY,LIMIT,9974,1,GTC
102,1700000000002765444,1,BUY,LIMIT,9972,100,GTC
103,1700000000002796409,1,BUY,LIMIT,9989,100,GTC
104,1700000000002815188,1,SELL,LIMIT,9969,5,GTC
105,1700000000002817568,1,BUY,LIMIT,9978,25,GTC
106,1700000000002840372,1,SELL,LIMIT,9965,20,GTC
107,1700000000002846482,1,SELL,LIMIT,9966,10,GTC
108,1700000000002889311,1,SELL,LIMIT,9980,100,GTC
109,1700000000002935147,1,BUY,LIMIT,9960,50,GTC
110,1700000000002963532,1,BUY,LIMIT,9971,25,GTC
111,1700000000002979140,1,SELL,LIMIT,9972,20,GTC
112,1700000000002992192,1,SELL,LIMIT,9978,10,GTC
113,1700000000002999280,1,SELL,LIMIT,9971,20,GTC
114,1700000000003017757,1,BUY,LIMIT,9961,10,GTC
115,1700000000003024980,1,SELL,LIMIT,9975,100,GTC
116,1700000000003028847,1,BUY,LIMIT,9971,10,GTC
117,1700000000003034202,1,SELL,LIMIT,9981,100,GTC
118,1700000000003071588,1,SELL,MARKET,0,10,IOC
119,1700000000003106335,1,BUY,LIMIT,9972,10,GTC
120,1700000000003126848,1,BUY,LIMIT,9982,50,GTC
121,1700000000003168341,1,SELL,LIMIT,9979,10,GTC
122,1700000000003179099,1,BUY,LIMIT,9961,5,GTC
123,1700000000003198480,1,BUY,LIMIT,9966,10,GTC
124,1700000000003239943,1,BUY,LIMIT,9955,20,GTC
125,1700000000003282886,1,SELL,LIMIT,9967,10,GTC
126,1700000000003322382,1,SELL,LIMIT,9954,20,GTC
127,1700000000003368739,1,SELL,LIMIT,9968,20,GTC
128,1700000000003397552,1,SELL,LIMIT,9969,1,GTC
129,1700000000003442110,1,BUY,LIMIT,9958,1,GTC
130,1700000000003473444,1,BUY,MARKET,0,10,IOC
131,1700000000003515545,1,SELL,LIMIT,9965,50,GTC
132,1700000000003559962,1,BUY,LIMIT,9974,25,GTC
133,1700000000003596513,1,SELL,LIMIT,9982,50,GTC
134,1700000000003630737,1,BUY,LIMIT,9967,50,GTC
135,1700000000003643530,1,SELL,LIMIT,9977,1,GTC
136,1700000000003657370,1,BUY,LIMIT,9981,1,GTC
137,1700000000003665827,1,SELL,LIMIT,9974,100,GTC
138,1700000000003702426,1,SELL,LIMIT,9964,20,GTC
139,1700000000003710624,1,SELL,LIMIT,9980,100,GTC
140,1700000000003738353,1,SELL,LIMIT,9978,20,GTC
141,1700000000003751344,1,BUY,LIMIT,9973,50,GTC
142,1700000000003774118,1,SELL,LIMIT,9987,50,GTC
143,1700000000003784356,1,SELL,LIMIT,9972,100,GTC
144,1700000000003814697,1,SELL,LIMIT,9980,50,GTC
145,1700000000003842117,1,SELL,LIMIT,9969,10,GTC
146,1700000000003886112,1,BUY,LIMIT,9988,50,GTC
147,1700000000003919530,1,SELL,LIMIT,9977,10,GTC
148,1700000000003921035,1,BUY,LIMIT,9990,100,GTC
149,1700000000003943722,1,BUY,LIMIT,9969,20,GTC
150,1700000000003964974,1,SELL,LIMIT,9993,50,GTC
151,1700000000003980859,1,SELL,LIMIT,9995,5,GTC
152,1700000000003987810,1,SELL,LIMIT,9977,50,GTC
153,1700000000003990207,1,SELL,LIMIT,9987,20,GTC
154,1700000000004015272,1,BUY,MARKET,0,25,IOC
155,1700000000004026912,1,BUY,LIMIT,9988,10,GTC
156,1700000000004065629,1,BUY,LIMIT,9987,100,GTC
157,1700000000004096619,1,BUY,LIMIT,9980,1,GTC
158,1700000000004138992,1,SELL,LIMIT,9979,20,GTC
159,1700000000004171159,1,SELL,LIMIT,9974,50,GTC
160,1700000000004173096,1,BUY,LIMIT,9980,20,GTC
161,1700000000004213337,1,SELL,LIMIT,9983,1,GTC
162,1700000000004253621,1,BUY,LIMIT,9976,10,GTC
163,1700000000004295293,1,BUY,LIMIT,9989,10,GTC
164,1700000000004333775,1,SELL,LIMIT,9976,1,GTC
165,1700000000004345785,1,SELL,LIMIT,9975,50,GTC
166,1700000000004357068,1,BUY,LIMIT,9975,20,GTC
167,1700000000004365115,1,SELL,LIMIT,9993,25,GTC
168,1700000000004402139,1,SELL,LIMIT,9993,50,GTC
169,1700000000004426794,1,BUY,LIMIT,9970,100,GTC
170,1700000000004434394,1,SELL,LIMIT,9976,25,GTC
171,1700000000004474876,1,BUY,MARKET,0,25,IOC
172,1700000000004517924,1,SELL,LIMIT,9978,20,GTC
173,1700000000004538370,1,BUY,MARKET,0,1,IOC
174,1700000000004563184,1,BUY,LIMIT,9981,100,GTC
175,1700000000004590873,1,SELL,LIMIT,9983,10,GTC
176,1700000000004593517,1,BUY,LIMIT,9981,20,GTC
177,1700000000004600528,1,BUY,LIMIT,10000,25,GTC
178,1700000000004619108,1,BUY,LIMIT,9992,50,GTC
179,1700000000004661662,1,SELL,LIMIT,9996,10,GTC
180,1700000000004678124,1,SELL,MARKET,0,25,IOC
181,1700000000004717053,1,SELL,LIMIT,9996,10,GTC
182,1700000000004735724,1,SELL,LIMIT,9992,1,GTC
183,1700000000004743428,1,SELL,LIMIT,9988,10,GTC
184,1700000000004782519,1,SELL,LIMIT,9984,10,GTC
185,1700000000004831886,1,BUY,LIMIT,9976,5,GTC
186,1700000000004865405,1,BUY,LIMIT,9985,100,GTC
187,1700000000004895923,1,SELL,MARKET,0,20,IOC
188,1700000000004922743,1,SELL,MARKET,0,100,IOC
189,1700000000004944352,1,SELL,LIMIT,9998,5,GTC
190,1700000000004969814,1,BUY,LIMIT,9989,25,GTC
191,1700000000005013221,1,SELL,LIMIT,9990,5,GTC
192,1700000000005028695,1,SELL,LIMIT,10000,100,GTC
193,1700000000005057163,1,BUY,LIMIT,9986,25,GTC
194,1700000000005062062,1,SELL,LIMIT,9976,100,GTC
195,1700000000005071089,1,SELL,LIMIT,9972,25,GTC
196,1700000000005098511,1,BUY,LIMIT,9987,5,GTC
197,1700000000005117861,1,SELL,LIMIT,9982,1,GTC
198,1700000000005133057,1,BUY,LIMIT,9986,100,GTC
199,1700000000005171181,1,BUY,LIMIT,9984,20,GTC
200,1700000000005211592,1,SELL,LIMIT,9995,1,GTC
201,1700000000005234362,1,SELL,LIMIT,9978,20,GTC
202,1700000000005244159,1,BUY,LIMIT,9990,5,GTC
203,1700000000005269313,1,SELL,MARKET,0,10,IOC
204,1700000000005273260,1,BUY,LIMIT,9983,5,GTC
205,1700000000005317140,1,BUY,LIMIT,9993,100,GTC
206,1700000000005340261,1,BUY,LIMIT,9980,5,GTC
207,1700000000005343737,1,BUY,LIMIT,9990,20,GTC
208,1700000000005353230,1,BUY,LIMIT,9970,10,GTC
209,1700000000005365244,1,BUY,LIMIT,9973,50,GTC
210,1700000000005370467,1,BUY,LIMIT,9987,25,GTC
211,1700000000005401097,1,SELL,MARKET,0,1,IOC
212,1700000000005420570,1,SELL,LIMIT,9986,50,GTC
213,1700000000005466264,1,BUY,LIMIT,9970,100,GTC
214,1700000000005501102,1,BUY,LIMIT,9971,50,GTC
215,1700000000005506607,1,BUY,LIMIT,9971,10,GTC
216,1700000000005530116,1,SELL,LIMIT,9968,25,GTC
217,1700000000005547391,1,SELL,LIMIT,9968,10,GTC
218,1700000000005589044,1,BUY,LIMIT,9986,10,GTC
219,1700000000005630649,1,BUY,LIMIT,9980,25,GTC
220,1700000000005672527,1,BUY,MARKET,0,100,IOC
221,1700000000005703287,1,SELL,LIMIT,9971,20,GTC
222,1700000000005744092,1,BUY,LIMIT,9969,5,GTC
223,1700000000005774065,1,SELL,LIMIT,9978,1,GTC
224,1700000000005778619,1,SELL,LIMIT,9983,10,GTC
225,1700000000005812185,1,BUY,LIMIT,9974,5,GTC
226,1700000000005836533,1,BUY,LIMIT,9980,10,GTC
227,1700000000005878378,1,SELL,LIMIT,9989,1,GTC
228,1700000000005895392,1,BUY,LIMIT,9984,20,GTC
229,1700000000005901233,1,SELL,LIMIT,9988,25,GTC
230,1700000000005910183,1,SELL,LIMIT,9979,50,GTC
231,1700000000005919058,1,SELL,LIMIT,9988,25,GTC
232,1700000000005961895,1,SELL,LIMIT,9994,5,GTC
233,1700000000005984790,1,BUY,LIMIT,9986,10,GTC
234,1700000000005991918,1,BUY,LIMIT,9982,20,GTC
235,1700000000006032921,1,SELL,LIMIT,10007,25,GTC
236,1700000000006080684,1,SELL,LIMIT,9982,10,GTC
237,1700000000006121199,1,BUY,LIMIT,10000,100,GTC
238,1700000000006152436,1,SELL,LIMIT,9983,20,GTC
239,1700000000006171402,1,BUY,LIMIT,9997,100,GTC
240,1700000000006211529,1,BUY,LIMIT,10012,10,GTC
241,1700000000006236356,1,SELL,MARKET,0,100,IOC
242,1700000000006242352,1,SELL,LIMIT,9997,20,GTC
243,1700000000006248862,1,BUY,LIMIT,10000,50,GTC
244,1700000000006275344,1,SELL,LIMIT,10011,1,IOC
245,1700000000006296729,1,BUY,LIMIT,9985,1,GTC
246,1700000000006316029,1,SELL,LIMIT,10005,1,GTC
247,1700000000006356856,1,BUY,LIMIT,10007,100,GTC
248,1700000000006367154,1,SELL,MARKET,0,10,IOC
249,1700000000006383227,1,SELL,LIMIT,9994,20,GTC
250,1700000000006387843,1,BUY,LIMIT,10000,100,GTC
251,1700000000006435433,1,SELL,LIMIT,9994,10,IOC
252,1700000000006451698,1,BUY,MARKET,0,25,IOC
253,1700000000006456633,1,BUY,LIMIT,9978,25,GTC
254,1700000000006487943,1,SELL,LIMIT,9993,50,GTC
255,1700000000006492870,1,SELL,LIMIT,9982,25,GTC
256,1700000000006502113,1,BUY,LIMIT,9976,25,GTC
257,1700000000006548186,1,BUY,LIMIT,9990,100,GTC
258,1700000000006551109,1,SELL,LIMIT,9972,100,GTC
259,1700000000006585385,1,BUY,LIMIT,9997,20,IOC
260,1700000000006604635,1,SELL,LIMIT,9977,10,IOC
261,1700000000006623040,1,SELL,MARKET,0,25,IOC
262,1700000000006645759,1,SELL,LIMIT,9977,50,GTC
263,1700000000006651673,1,BUY,LIMIT,9992,20,GTC
264,1700000000006673223,1,BUY,LIMIT,9991,20,GTC
265,1700000000006684644,1,BUY,LIMIT,9971,50,GTC
266,1700000000006725438,1,BUY,LIMIT,9987,25,GTC
267,1700000000006749747,1,BUY,LIMIT,9994,50,GTC
268,1700000000006752527,1,SELL,LIMIT,9995,100,IOC
269,1700000000006792682,1,BUY,LIMIT,9974,1,GTC
270,1700000000006830794,1,SELL,LIMIT,9972,5,GTC
271,1700000000006832992,1,SELL,LIMIT,9979,5,GTC
272,1700000000006850550,1,BUY,LIMIT,9990,20,GTC
273,1700000000006864168,1,BUY,LIMIT,9972,100,GTC
274,1700000000006911419,1,BUY,MARKET,0,10,IOC
275,1700000000006955686,1,SELL,LIMIT,9990,25,GTC
276,1700000000007002835,1,SELL,LIMIT,9968,10,GTC
277,1700000000007011288,1,SELL,LIMIT,9986,10,GTC
278,1700000000007042419,1,SELL,LIMIT,9974,25,IOC
279,1700000000007069012,1,SELL,LIMIT,9990,20,GTC
280,1700000000007077725,1,SELL,LIMIT,9988,5,GTC
281,1700000000007114355,1,SELL,LIMIT,9984,10,GTC
282,1700000000007122992,1,SELL,LIMIT,9969,1,GTC
283,1700000000007146168,1,BUY,LIMIT,9976,10,GTC
284,1700000000007154871,1,SELL,LIMIT,9975,20,GTC
285,1700000000007166590,1,BUY,LIMIT,9985,10,GTC
286,1700000000007168949,1,SELL,LIMIT,9981,1,GTC
287,1700000000007206944,1,BUY,LIMIT,9986,10,GTC
288,1700000000007249512,1,SELL,MARKET,0,20,IOC
289,1700000000007254794,1,BUY,LIMIT,9988,100,GTC
290,1700000000007295052,1,BUY,LIMIT,9984,25,GTC
291,1700000000007321682,1,BUY,LIMIT,9990,25,GTC
292,1700000000007330211,1,SELL,LIMIT,9968,100,GTC
293,1700000000007371040,1,BUY,LIMIT,9965,50,GTC
294,1700000000007383980,1,BUY,LIMIT,9969,25,GTC
295,1700000000007417075,1,BUY,LIMIT,9981,20,GTC
296,1700000000007455805,1,BUY,LIMIT,9978,10,GTC
297,1700000000007475031,1,BUY,LIMIT,9982,100,GTC
298,1700000000007501958,1,BUY,LIMIT,9968,25,GTC
299,1700000000007526216,1,BUY,MARKET,0,10,IOC
300,1700000000007567560,1,BUY,LIMIT,9978,20,GTC
301,1700000000007604618,1,SELL,LIMIT,9969,25,GTC
302,1700000000007608087,1,SELL,LIMIT,9981,1,GTC
303,1700000000007648318,1,BUY,LIMIT,9977,10,GTC
304,1700000000007687728,1,BUY,LIMIT,9973,20,GTC
305,1700000000007719350,1,SELL,LIMIT,9977,20,GTC
306,1700000000007767384,1,BUY,LIMIT,9968,20,GTC
307,1700000000007785285,1,SELL,MARKET,0,100,IOC
308,1700000000007824026,1,SELL,LIMIT,9988,1,GTC
309,1700000000007834210,1,BUY,LIMIT,9989,50,GTC
310,1700000000007847213,1,SELL,MARKET,0,5,IOC
311,1700000000007880600,1,BUY,LIMIT,9983,50,GTC
312,1700000000007927353,1,SELL,LIMIT,10000,1,GTC
313,1700000000007948415,1,SELL,LIMIT,9992,50,GTC
314,1700000000007988896,1,BUY,LIMIT,9986,20,GTC
315,1700000000008008336,1,BUY,LIMIT,9986,20,GTC
316,1700000000008027696,1,BUY,LIMIT,9981,20,GTC
317,1700000000008037795,1,SELL,LIMIT,9996,25,GTC
318,1700000000008081284,1,BUY,LIMIT,9969,100,GTC
319,1700000000008090780,1,SELL,LIMIT,9992,20,GTC
320,1700000000008133088,1,SELL,LIMIT,9970,10,GTC
321,1700000000008133927,1,BUY,LIMIT,9983,10,GTC
322,1700000000008165717,1,SELL,LIMIT,9982,100,GTC
323,1700000000008172079,1,BUY,LIMIT,9974,1,GTC
324,1700000000008184052,1,SELL,LIMIT,9989,1,GTC
325,1700000000008217017,1,SELL,LIMIT,9995,50,IOC
326,1700000000008218124,1,SELL,LIMIT,9993,1,GTC
327,1700000000008227418,1,SELL,LIMIT,9973,100,GTC
328,1700000000008275832,1,SELL,LIMIT,9991,10,GTC
329,1700000000008313542,1,SELL,LIMIT,9966,20,GTC
330,1700000000008342071,1,SELL,LIMIT,9995,50,GTC
331,1700000000008373861,1,BUY,LIMIT,9972,10,GTC
332,1700000000008389796,1,SELL,MARKET,0,50,IOC
333,1700000000008407437,1,SELL,LIMIT,9977,1,GTC
334,1700000000008418404,1,BUY,LIMIT,9991,20,GTC
335,1700000000008464142,1,SELL,LIMIT,9998,20,GTC
336,1700000000008473395,1,SELL,LIMIT,9978,10,GTC
337,1700000000008509121,1,BUY,LIMIT,9986,100,GTC
338,1700000000008544060,1,SELL,LIMIT,9977,5,GTC
339,1700000000008580450,1,SELL,LIMIT,9999,1,GTC
340,1700000000008588567,1,BUY,LIMIT,9976,100,GTC
341,1700000000008592713,1,BUY,LIMIT,9975,100,GTC
342,1700000000008637303,1,BUY,LIMIT,9991,100,GTC
343,1700000000008638000,1,BUY,MARKET,0,20,IOC
344,1700000000008661079,1,BUY,MARKET,0,50,IOC
345,1700000000008663658,1,BUY,LIMIT,10009,100,GTC
346,1700000000008688698,1,BUY,LIMIT,10003,50,GTC
347,1700000000008732028,1,BUY,LIMIT,9991,10,GTC
348,1700000000008780228,1,BUY,LIMIT,9999,10,GTC
349,1700000000008815588,1,SELL,LIMIT,9989,50,GTC
350,1700000000008863603,1,SELL,LIMIT,9991,10,GTC
351,1700000000008879875,1,BUY,LIMIT,9996,1,GTC
352,1700000000008896413,1,BUY,LIMIT,9995,1,GTC
353,1700000000008906096,1,BUY,LIMIT,10000,1,GTC
354,1700000000008944441,1,SELL,LIMIT,10013,25,GTC
355,1700000000008988208,1,SELL,LIMIT,9992,10,GTC
356,1700000000009029733,1,BUY,LIMIT,9986,10,GTC
357,1700000000009064604,1,BUY,LIMIT,9997,50,GTC
358,1700000000009080896,1,SELL,LIMIT,9994,100,GTC
359,1700000000009118252,1,BUY,LIMIT,9991,1,GTC
360,1700000000009132077,1,SELL,LIMIT,9990,20,GTC
361,1700000000009135954,1,SELL,LIMIT,10012,10,GTC
362,1700000000009174961,1,BUY,LIMIT,9985,10,GTC
363,1700000000009195330,1,SELL,LIMIT,9991,25,GTC
364,1700000000009211728,1,BUY,LIMIT,10005,100,GTC
365,1700000000009230778,1,SELL,LIMIT,10013,25,GTC
366,1700000000009261818,1,BUY,LIMIT,9993,100,GTC
367,1700000000009286612,1,SELL,LIMIT,10005,10,GTC
368,1700000000009304202,1,BUY,LIMIT,9987,1,GTC
369,1700000000009326320,1,SELL,LIMIT,9994,10,GTC
370,1700000000009343684,1,BUY,LIMIT,9994,25,GTC
371,1700000000009355209,1,SELL,LIMIT,10002,100,GTC
372,1700000000009391238,1,SELL,LIMIT,10007,10,GTC
373,1700000000009392156,1,SELL,LIMIT,10011,1,GTC
374,1700000000009406990,1,BUY,LIMIT,9987,1,GTC
375,1700000000009450696,1,BUY,MARKET,0,100,IOC
376,1700000000009486306,1,BUY,LIMIT,9998,20,IOC
377,1700000000009493819,1,BUY,LIMIT,10005,10,GTC
378,1700000000009511838,1,SELL,LIMIT,10000,25,GTC
379,1700000000009558032,1,BUY,LIMIT,9996,10,GTC
380,1700000000009564659,1,BUY,LIMIT,9984,1,GTC
381,1700000000009570577,1,BUY,LIMIT,9983,10,GTC
382,1700000000009605690,1,SELL,LIMIT,9992,5,GTC
383,1700000000009623956,1,BUY,LIMIT,10001,100,GTC
384,1700000000009636210,1,SELL,LIMIT,9984,1,GTC
385,1700000000009641752,1,BUY,LIMIT,9997,50,GTC
386,1700000000009667407,1,BUY,LIMIT,10004,25,GTC
387,1700000000009671426,1,SELL,LIMIT,10003,25,GTC
388,1700000000009693315,1,BUY,LIMIT,9988,50,GTC
389,1700000000009730058,1,SELL,LIMIT,9989,25,GTC
390,1700000000009746709,1,BUY,LIMIT,9996,20,GTC
391,1700000000009795683,1,BUY,LIMIT,9989,10,GTC
392,1700000000009819770,1,BUY,LIMIT,9977,100,GTC
393,1700000000009827039,1,BUY,LIMIT,9985,50,GTC
394,1700000000009852785,1,BUY,LIMIT,9996,25,GTC
395,1700000000009890768,1,BUY,LIMIT,9976,10,GTC
396,1700000000009923585,1,BUY,LIMIT,9979,20,GTC
397,1700000000009947751,1,BUY,LIMIT,9986,5,GTC
398,1700000000009978257,1,SELL,LIMIT,9987,10,GTC
399,1700000000010000529,1,BUY,MARKET,0,50,IOC
400,1700000000010043695,1,SELL,LIMIT,9982,50,GTC
401,1700000000010064785,1,BUY,LIMIT,10003,100,GTC
402,1700000000010103025,1,SELL,LIMIT,9980,100,GTC
403,1700000000010110988,1,BUY,LIMIT,10000,25,GTC
404,1700000000010159146,1,BUY,LIMIT,9980,1,GTC
405,1700000000010186459,1,SELL,LIMIT,10000,5,GTC
406,1700000000010233832,1,BUY,LIMIT,9984,10,GTC
407,1700000000010272489,1,SELL,MARKET,0,100,IOC
408,1700000000010296551,1,SELL,LIMIT,10004,1,GTC
409,1700000000010313319,1,SELL,LIMIT,9999,5,GTC
410,1700000000010363146,1,SELL,LIMIT,10000,50,IOC
411,1700000000010397113,1,SELL,LIMIT,9980,10,GTC
412,1700000000010423246,1,SELL,LIMIT,10000,25,GTC
413,1700000000010455384,1,SELL,LIMIT,9998,1,GTC
414,1700000000010478712,1,BUY,LIMIT,9981,10,GTC
415,1700000000010485609,1,BUY,LIMIT,9994,100,GTC
416,1700000000010487589,1,SELL,LIMIT,9980,5,GTC
417,1700000000010521905,1,BUY,LIMIT,10006,10,GTC
418,1700000000010548950,1,SELL,LIMIT,9992,10,GTC
419,1700000000010578913,1,BUY,LIMIT,9994,10,GTC
420,1700000000010592899,1,BUY,MARKET,0,10,IOC
421,1700000000010617371,1,SELL,LIMIT,9983,10,GTC
422,1700000000010656994,1,BUY,LIMIT,10001,25,GTC
423,1700000000010697953,1,SELL,LIMIT,9991,100,GTC
424,1700000000010742500,1,SELL,LIMIT,9987,5,GTC
425,1700000000010776477,1,BUY,LIMIT,9979,10,GTC
426,1700000000010818625,1,BUY,LIMIT,9988,100,GTC
427,1700000000010838054,1,SELL,LIMIT,9982,100,GTC
428,1700000000010839182,1,BUY,LIMIT,9994,25,GTC
429,1700000000010866495,1,BUY,LIMIT,10005,100,GTC
430,1700000000010904048,1,BUY,LIMIT,9991,5,GTC
431,1700000000010915571,1,SELL,LIMIT,9975,20,GTC
432,1700000000010953604,1,BUY,LIMIT,10001,5,GTC
433,1700000000011001223,1,BUY,LIMIT,9985,1,GTC
434,1700000000011021233,1,SELL,LIMIT,9977,10,GTC
435,1700000000011050507,1,SELL,LIMIT,9988,5,GTC
436,1700000000011097586,1,SELL,LIMIT,9987,25,GTC
437,1700000000011101976,1,SELL,LIMIT,9985,10,GTC
438,1700000000011121437,1,BUY,LIMIT,9999,20,GTC
439,1700000000011130822,1,BUY,LIMIT,10011,5,GTC
440,1700000000011177290,1,SELL,LIMIT,9993,10,GTC
441,1700000000011209867,1,BUY,LIMIT,9997,50,GTC
442,1700000000011251892,1,SELL,LIMIT,9998,5,GTC
443,1700000000011282190,1,SELL,LIMIT,10003,25,GTC
444,1700000000011330592,1,BUY,MARKET,0,5,IOC
445,1700000000011345367,1,SELL,LIMIT,10012,50,GTC
446,1700000000011381735,1,SELL,LIMIT,9995,25,GTC
447,1700000000011385245,1,BUY,LIMIT,10010,1,GTC
448,1700000000011414665,1,SELL,LIMIT,9982,10,GTC
449,1700000000011457763,1,BUY,LIMIT,9988,10,GTC
450,1700000000011474672,1,BUY,LIMIT,9989,25,GTC
451,1700000000011522750,1,BUY,LIMIT,9983,20,GTC
